1.879585849	0.3961687273	0.9812953394
-0.8902574978	0.252468171	0.9239321148
0.1407710386	0.3420792699	0.7343255448
-1.643139511	0.2959533782	0.5745871144
0.3175217682	0.2181865718	0.4996877602
1.328123264	0.2305033675	0.4322663481
1.546268458	0.2554932407	0.4197796542
1.585034819	0.3120922249	0.5995504495
1.407823159	0.5137812196	0.6145277028
0.5370306074	0.1643593517	0.6519683827
0.8593745144	0.2082216735	0.7118661822
-0.04213101277	0.2077890116	0.7293346843
0.7198009282	0.4330777207	0.7418117188
0.7443382021	0.1752081044	0.739316343
1.800761807	0.1312049171	0.8316348798
0.2773732865	0.80841184	0.8615714517
1.705381342	0.3153698931	0.8640660649
0.7029198805	0.2281768435	0.8715498112
1.164898092	0.3995947899	0.8640660649
-0.07908744373	0.452988042	0.8940002098
2.003521856	0.4995745738	0.9937645172
0.8586168282	0.4608023676	1.018701707
1.803095041	0.3864039101	1.018701707
1.877736255	0.684605124	1.041143848
2.003687489	0.6383317723	1.13837858
-0.07076283021	0.8172980052	1.225620399
0.4282827963	0.9626747273	1.350218571
0.403034401	0.8319079945	1.387590455
0.4558841597	0.4162577555	1.203188606
-0.3670458749	0.5064176099	0.9962583061
0.5070077549	0.9540476261	0.9713197173
0.3066006158	1.108232534	1.041143848
1.572875465	1.101646819	1.195711062
1.203061995	1.051127182	1.49221316
0.3142009476	0.9748160436	1.484741018
-0.07421008666	1.401651867	1.477268735
1.08197854	1.026527406	1.639136945
-0.1752061218	1.263263714	2.077097734
0.1712898653	1.397821748	2.238723443
-0.9797708384	1.281442026	2.228779131
-0.6480892632	1.401465002	2.136782524
-0.3565577758	1.38209511	1.967652484
0.4116776805	0.8172205656	1.673992296
-1.589807073	1.313293732	1.39008179
2.164560244	1.507493398	0.9638378375
0.0191266049	1.305402053	1.140871467
0.3002617342	1.012511888	1.367659218
-0.2882865428	0.8305773099	1.185740786
1.292448022	1.512664888	0.8865168836
1.717282631	0.6205531869	1.073558052
0.4148751932	0.9507066038	1.183248178
1.133223003	1.267058208	1.285432365
1.918623412	1.145700719	1.631667547
0.554808626	1.527680184	1.950237979
-1.048996876	1.926230166	2.631326144
0.4224340619	1.973180827	2.4922199
-1.38377688	1.869599039	2.323240113
-0.2811922221	2.335837227	2.80265841
-1.463970411	2.889737332	3.011137818
-0.8997465884	2.899086312	2.330696609
-1.732504131	2.247704445	1.571907334
0.2095145272	1.474515858	1.352710139
1.20028977	1.749756623	1.537043087
0.8419604065	1.66000945	1.350218571
1.7340587	1.051042376	1.205681089
0.2467438431	1.002289444	1.297892066
0.06604851762	1.28474108	1.31782678
0.2461937902	1.776687941	1.215650868
0.7080388911	1.594792932	1.163306756
1.460709901	1.401587481	1.287924336
1.329701186	1.209679198	1.452360119
-0.4525439466	2.138712921	1.624198008
-0.1258487117	1.441959165	1.686439899
3.350235045	1.89486431	1.815872017
0.5649469117	1.684142893	2.019891453
0.9093826088	2.024497839	2.387858461
-0.2437884978	1.806851405	2.509610827
-0.3096196362	2.420054989	2.536937897
